SCHOOL_ID,SCHOOL_NM,the_geom,UNIT_ID,SCH_ADDR,GRADE_CAT,GRADES,SCH_TYPE,X,Y
609919,FISKE,POINT (-87.60268815515902 41.78289152894538),3360,6145 S INGLESIDE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6026881557,41.7828915301
609844,CARTER,POINT (-87.62239775316515 41.789828641834255),2670,5740 S MICHIGAN AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6223977533,41.7898286426
400077,U of C CHARTER HS - WOODLAWN,POINT (-87.59806370734198 41.77811290694598),3061,6420 S UNIVERSITY AVE,HS,"6, 7, 8, 9, 10, 11",Charter,-87.5980637068,41.7781129082
609969,HARTE,POINT (-87.58685386998245 41.793406081287046),3780,1556 E 56TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.58685387,41.7934060824
610150,ROSS,POINT (-87.62374441924648 41.78379603363177),5650,6059 S WABASH AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6237444189,41.7837960348
610520,LASALLE II,POINT (-87.67364094087682 41.90291523933932),8040,1148 N HONORE ST,ES,"PK, K, 1, 2",Elementary School,-87.6736409407,41.9029152398
609838,CARPENTER,POINT (-87.65940348909308 41.893506487148194),2640,1250 W ERIE ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6594034894,41.8935064879
609740,WELLS HS,POINT (-87.66742777947253 41.898995561573805),1640,936 N ASHLAND AVE,HS,"9, 10, 11, 12",High School,-87.6674277791,41.8989955622
610169,SEXTON,POINT (-87.60857790821146 41.78518360340652),5830,6020 S LANGLEY AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6085779085,41.7851836038
610065,TILL,POINT (-87.60941218927005 41.77542309699826),4740,6543 S CHAMPLAIN AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6094121888,41.7754230978
610115,PARK MANOR,POINT (-87.61160056299666 41.7664757425607),5290,7037 S RHODES AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6116005631,41.766475743
610142,RAY,POINT (-87.59480706434535 41.7923470758776),5560,5631 S KIMBARK AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.5948070647,41.7923470763
610213,WADSWORTH,POINT (-87.59806370734198 41.77811290694598),6300,6420 S UNIVERSITY AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.5980637068,41.7781129082
610263,DULLES,POINT (-87.61726916128667 41.77989972616218),6860,6311 S CALUMET AVE,ES,"PK, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6172691614,41.7798997272
610266,DUMAS,POINT (-87.60096313016993 41.77347853198431),6890,6650 S ELLIS AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6009631305,41.773478533
609981,HEARST,POINT (-87.74567105874803 41.8081759324742),3890,4640 S LAMON AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7456710582,41.8081759336
609718,KENNEDY HS,POINT (-87.78039519509697 41.79049614306339),1420,6325 W 56TH ST,HS,"9, 10, 11, 12",High School,-87.7803951952,41.7904961435
609832,BYRNE,POINT (-87.79159947811974 41.795030086641695),2570,5329 S OAK PARK AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7915994781,41.7950300874
609893,DORE,POINT (-87.78754944765424 41.78095560591984),3080,6108 S NATOMA AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7875494482,41.7809556071
609956,GRIMES,POINT (-87.75880187002117 41.77542310984753),3680,5450 W 64TH PL,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7588018704,41.775423111
609960,HALE,POINT (-87.77652373923694 41.78019290452669),3710,6140 S MELVINA AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7765237396,41.7801929051
610026,KINZIE SCHOOL,POINT (-87.77919691441781 41.78972209356001),4330,5625 S MOBILE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7791969139,41.7897220941
610087,BLAIR ECC,POINT (-87.79060551736696 41.77659742356193),4990,6751 W 63RD PL,ES,PK,Elementary School,-87.7906055168,41.7765974239
610206,TWAIN,POINT (-87.75887340651933 41.79904724765524),6240,5134 S LOTUS AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7588734067,41.7990472484
609854,CHOPIN,POINT (-87.68893604584001 41.89667153233888),2770,2450 W RICE ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6889360454,41.8966715333
609863,COLUMBUS,POINT (-87.68199313286031 41.89956506271966),2850,1003 N LEAVITT ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6819931334,41.8995650637
609896,DRUMMOND,POINT (-87.67449586443576 41.9159549573002),3120,1845 W CORTLAND ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6744958639,41.915954958
610398,ERIE CHARTER,POINT (-87.68989477855244 41.90030248060975),5780,2510 W CORTEZ ST,ES,"K, 1, 2, 3",Charter,-87.6898947787,41.9003024813
610029,LOZANO,POINT (-87.6640173734456 41.90779807078465),4380,1424 N CLEAVER ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6640173738,41.9077980714
610031,LAFAYETTE,POINT (-87.69494436479688 41.89933541611629),4400,2714 W AUGUSTA BLVD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6949443648,41.8993354169
610085,NEAR NORTH,POINT (-87.66133187412856 41.89552148846129),4970,739 N ADA ST,ES,"3, 4, 5, 6, 7, 8",Elementary School,-87.6613318736,41.8955214889
610107,OTIS,POINT (-87.66548131461208 41.89180532478648),5220,525 N ARMOUR ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6654813141,41.8918053258
610119,PEABODY,POINT (-87.66420848696957 41.89980017832092),5330,1444 W AUGUSTA BLVD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6642084869,41.8998001792
610197,TALCOTT,POINT (-87.6737215165638 41.89236346066162),6140,1840 W OHIO ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6737215167,41.8923634612
610210,VON HUMBOLDT,POINT (-87.69301794669208 41.90665338762952),6280,2620 W HIRSCH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6930179472,41.906653388
610229,PRITZKER,POINT (-87.67776216144713 41.907094160049226),6460,2009 W SCHILLER ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6777621612,41.9070941608
610313,DE DIEGO,POINT (-87.68581129120003 41.90529300867329),7420,1313 N CLAREMONT AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6858112907,41.9052930091
610199,COLEMAN JOHNNIE,POINT (-87.65811194233143 41.67754659902735),6170,1441 W 119TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6581119419,41.6775466
610207,VANDERPOEL,POINT (-87.6655050850125 41.72082630157607),6250,9510 S PROSPECT AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6655050854,41.7208263025
610225,WHISTLER,POINT (-87.65543871769776 41.683906112606),6420,11533 S ADA ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6554387183,41.6839061134
610315,WHITE,POINT (-87.65053734007407 41.672268247316964),7440,1136 W 122ND ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65053734,41.6722682485
610366,WACKER,POINT (-87.64798938638121 41.71619394397006),8030,9746 S MORGAN ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6479893858,41.7161939444
610501,AUSTIN POLYTECHNICAL ACADEMY,POINT (-87.7633039457958 41.885212415473156),1065,231 N PINE AVE,HS,"9, 10",High School,-87.763303946,41.8852124163
609795,CLARK ES,POINT (-87.77047257626255 41.8678113607573),2230,1045 S MONITOR AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7704725767,41.8678113613
609904,ELLINGTON,POINT (-87.76508700536851 41.885006220788384),3220,224 N CENTRAL AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7650870052,41.8850062213
609906,EMMET,POINT (-87.76323936329301 41.88030840989004),3230,5500 W MADISON ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7632393634,41.8803084104
610000,HOWE,POINT (-87.75934331295187 41.893613255228516),4060,720 N LOREL AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7593433134,41.8936132564
610020,KEY,POINT (-87.76642633111923 41.889818330259956),4280,517 N PARKSIDE AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7664263312,41.8898183315
610156,"ARMSTRONG, L",POINT (-87.75923572293058 41.873850749252306),5700,5345 W CONGRESS PKWY,ES,"3, 4, 5, 6",Elementary School,-87.7592357235,41.8738507497
610431,CATALYST ELEMENTARY SCHOOL,POINT (-87.76532107779569 41.88228106536953),4371,5608 W WASHINGTON BLVD,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Contract,-87.7653210781,41.882281066
610058,MAY,POINT (-87.74922050581512 41.8735879047464),4670,512 S LAVERGNE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7492205058,41.8735879056
610092,NASH,POINT (-87.74721591468288 41.89221572207537),5050,4837 W ERIE ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7472159143,41.8922157229
610183,SPENCER,POINT (-87.75038967065132 41.88487748671927),6000,214 N LAVERGNE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7503896705,41.8848774876
610244,CLARK HS,POINT (-87.7533259158633 41.87292616406265),6620,5101 W HARRISON ST,HS,"6, 7, 8, 9, 10, 11, 12",High School,-87.7533259164,41.8729261649
610245,DOUGLASS HS,POINT (-87.76772353120563 41.890367545263835),6630,543 N WALLER AVE,HS,"9, 10, 11, 12",High School,-87.7677235311,41.8903675465
400018,AUSTIN BUS & ENTRP HS,POINT (-87.7633039457958 41.885212415473156),7020,231 N PINE AVE,HS,"9, 10, 11",Contract,-87.763303946,41.8852124163
610305,LELAND,POINT (-87.75570097638078 41.87389323360808),7320,5221 W CONGRESS PKWY,ES,"PK, K, 1, 2, 3",Elementary School,-87.7557009767,41.8738932343
610367,DEPRIEST,POINT (-87.76635261902653 41.877977811812144),8050,139 S PARKSIDE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7663526194,41.8779778125
610147,ROGERS,POINT (-87.69724058386538 42.015265450457306),5630,7345 N WASHTENAW AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6972405836,42.0152654509
609779,"ARMSTRONG, G",POINT (-87.68443853037824 42.01010889784261),2080,2110 W GREENLEAF AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6844385307,42.0101088991
609804,BOONE,POINT (-87.69740764022423 42.00341224782119),2320,6710 N WASHTENAW AVE,ES,"PK, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6974076406,42.0034122487
609855,CHRISTOPHER,POINT (-87.68555200118956 41.80165944847576),2780,5042 S ARTESIAN AVE,ES,"1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6855520009,41.8016594495
609876,"DAVIS, N",POINT (-87.70020087573857 41.821810459759526),2970,3014 W 39TH PL,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7002008754,41.8218104609
609903,EDWARDS,POINT (-87.72591117415838 41.80554059283992),3200,4815 S KARLOV AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7259111743,41.8055405939
609958,GUNSAULUS,POINT (-87.69930918014559 41.81300852354307),3690,4420 S SACRAMENTO AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6993091799,41.8130085239
610157,SAWYER,POINT (-87.70495077965441 41.797499066542805),5710,5248 S SAWYER AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7049507796,41.7974990673
610096,NIGHTINGALE,POINT (-87.68908386564472 41.79771520912246),5090,5250 S ROCKWELL ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6890838656,41.7977152099
610170,COLUMBIA EXPLORERS,POINT (-87.70414359403824 41.811069865624674),5860,4520 S KEDZIE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7041435943,41.8110698662
610174,SHIELDS,POINT (-87.68959221495521 41.81591021477076),5910,4250 S ROCKWELL ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6895922152,41.8159102154
610138,PULASKI,POINT (-87.68380012772342 41.91844512864131),5520,2230 W MCLEAN AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6838001275,41.9184451297
610234,YATES,POINT (-87.70033540593353 41.91503756242855),6510,1839 N RICHMOND ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7003354064,41.9150375635
400015,ASPIRA RAMIREZ COMPUTER SCIENCE,POINT (-87.69699647365387 41.91250450900049),7800,1711 N CALIFORNIA AVE,HS,"6, 7, 8, 9, 10, 11, 12",Charter,-87.6969964739,41.9125045095
609806,BRADWELL,POINT (-87.55708700601893 41.75436582862669),2340,7736 S BURNHAM AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.5570870055,41.7543658295
609815,BOUCHET,POINT (-87.57612982484663 41.76084680322087),2430,7355 S JEFFERY BLVD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.5761298251,41.7608468044
610103,OKEEFFE,POINT (-87.57275097954222 41.7686031805346),5180,6940 S MERRILL AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.5727509798,41.7686031817
610116,PARKSIDE,POINT (-87.58289940498426 41.76855596486043),5300,6938 S EAST END AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.5828994053,41.768555966
610296,SCHOOL OF TECHNOLOGY HS,POINT (-87.57973811535162 41.75795612301897),7220,7529 S CONSTANCE AVE,HS,"9, 10, 11, 12",High School,-87.5797381155,41.7579561238
610297,SCHOOL OF LEADERSHIP HS,POINT (-87.57969896440673 41.756196276226845),7230,7627 S CONSTANCE AVE,HS,"9, 10, 11, 12",High School,-87.5796989647,41.7561962773
610281,POWELL,POINT (-87.55644285192115 41.759773082006895),7010,7530 S SOUTH SHORE DR,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.5564428519,41.7597730826
610310,SCHOOL OF THE ARTS HS,POINT (-87.57973811535162 41.75795612301897),7370,7529 S CONSTANCE AVE,HS,"9, 10, 11, 12",High School,-87.5797381155,41.7579561238
610311,SCHOOL OF ENTRP HS,POINT (-87.57969896440673 41.756196276226845),7380,7627 S CONSTANCE AVE,HS,"9, 10, 11, 12",High School,-87.5796989647,41.7561962773
609874,DIRKSEN,POINT (-87.84104189057467 41.97375594267635),2950,8601 W FOSTER AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.8410418907,41.9737559434
610230,WILDWOOD,POINT (-87.77829830258156 42.00751277134623),6470,6950 N HIAWATHA AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7782983023,42.0075127718
609937,"GARVY, J",POINT (-87.79629027430322 41.97635214279402),3510,5225 N OAK PARK AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7962902738,41.9763521438
610083,BEARD,POINT (-87.78963101547173 41.97016604322827),4950,6445 W STRONG ST,ES,"PK, K, 1, 2, 3",Elementary School,-87.7896310155,41.9701660437
609818,BURBANK,POINT (-87.78275467001352 41.91759715560999),2450,2035 N MOBILE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7827546706,41.9175971562
609679,PROSSER HS,POINT (-87.7609932199399 41.92006039476355),1070,2148 N LONG AVE,HS,"9, 10, 11, 12",High School,-87.7609932204,41.9200603956
609691,NORTH-GRAND HS,POINT (-87.73523650448158 41.91163254116499),1140,4338 W WABANSIA AVE,HS,"9, 10, 11, 12",High School,-87.7352365043,41.9116325419
609716,KELVYN PARK HS,POINT (-87.73599987475117 41.92795956210333),1410,4343 W WRIGHTWOOD AVE,HS,"9, 10, 11, 12",High School,-87.7359998749,41.9279595629
610080,CICS - WEST BELDEN,POINT (-87.77680364083827 41.92168639408016),7120,2245 N MCVICKER AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.776803641,41.9216863949
400054,NOBLE - PRITZKER COLLEGE PREP,POINT (-87.73012688402169 41.91525526971734),1931,4131 W CORTLAND ST,HS,"9, 10, 11",Charter,-87.7301268839,41.915255271
609922,BELMONT-CRAGIN,POINT (-87.76975267436369 41.925631312851095),3390,2456 N MANGO AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.769752674,41.9256313137
610165,SCHUBERT,POINT (-87.76124557360825 41.93040216120385),5800,2727 N LONG AVE,ES,"PK, K, 1, 2, 3, 4, 5",Elementary School,-87.7612455738,41.9304021619
610040,LLOYD,POINT (-87.74857012198123 41.91881344970472),4500,2103 N LAMON AVE,ES,"PK, K, 1, 2, 3, 4, 5",Elementary School,-87.7485701216,41.9188134506
610043,LOVETT,POINT (-87.7839196678798 41.912759187415524),4530,6333 W BLOOMINGDALE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7839196677,41.9127591881
609880,DECATUR,POINT (-87.70456340173766 42.0092879521799),2990,7030 N SACRAMENTO AVE,ES,"K, 1, 2, 3, 4, 5, 6",Elementary School,-87.7045634017,42.0092879532
400085,UNO - ARCHER HEIGHTS I,POINT (-87.73830759143266 41.8076419280068),0018,4601 W. 47TH ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7383075917,41.8076419292
400085,UNO - ARCHER HEIGHTS II,POINT (-87.73830759143266 41.8076419280068),0019,4601 W. 47TH ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7383075917,41.8076419292
400085,UNO - HIGH SCHOOL,POINT (-87.73035884759565 41.80782634662605),3343,4248 W 47TH ST,HS,9,Charter,-87.7303588477,41.8078263477
610166,UNO TAMAYO,POINT (-87.69391663557217 41.79992937384231),3340,5135 S CALIFORNIA AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6939166352,41.7999293751
610166,UNO MARQUEZ,POINT (-87.69739294805272 41.808267665937336),3346,2916 W 47TH ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6973929479,41.8082676664
609715,KELLY HS,POINT (-87.69458364177976 41.81872994201015),1400,4136 S CALIFORNIA AVE,HS,"9, 10, 11, 12",High School,-87.6945836415,41.8187299427
609756,CURIE HS,POINT (-87.72207655263867 41.80309202634252),1820,4959 S ARCHER AVE,HS,"9, 10, 11, 12",High School,-87.7220765521,41.803092027
609829,BURROUGHS,POINT (-87.69240160099814 41.82886880414727),2540,3542 S WASHTENAW AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6924016014,41.8288688052
610051,NORTHWEST,POINT (-87.75821251351705 41.92046967515898),4600,5252 W PALMER ST,MS,"6, 7, 8",Elementary School,-87.7582125133,41.9204696763
610068,HANSON PARK,POINT (-87.76151604513798 41.923996411691135),4770,5411 W FULLERTON AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7615160453,41.9239964122
610097,NIXON,POINT (-87.73147519599287 41.91958060116895),5100,2121 N KEELER AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.7314751957,41.9195806016
610189,STOCKTON,POINT (-87.66379781054022 41.962308056905414),6060,4420 N BEACON ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6637978102,41.9623080578
610394,UPLIFT HS,POINT (-87.6524721370989 41.96550631138782),2210,900 W WILSON AVE,HS,"6, 7, 8, 9, 10, 11",High School,-87.6524721376,41.9655063121
609945,GOUDY,POINT (-87.65785733810732 41.97581724315179),3590,5120 N WINTHROP AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6578573378,41.9758172441
610070,MCPHERSON,POINT (-87.67623310363545 41.967847705524754),4800,4728 N WOLCOTT AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.676233104,41.9678477067
610122,PEIRCE,POINT (-87.66585081258731 41.983496950768256),5360,1423 W BRYN MAWR AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6658508122,41.9834969517
610187,STEWART,POINT (-87.65614404027984 41.96435303411238),6040,4525 N KENMORE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6561440403,41.9643530347
610205,TRUMBULL,POINT (-87.66966937354296 41.97619901536336),6230,5200 N ASHLAND AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6696693736,41.9761990164
610269,MCCUTCHEON,POINT (-87.65481359372933 41.97094831504322),6910,4865 N SHERIDAN RD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6548135939,41.9709483155
610515,DISNEY II,POINT (-87.73069674886005 41.95046019220062),8045,3815 N KEDVALE AVE,ES,"PK, K, 1, 2",Elementary School,-87.7306967484,41.9504601934
609910,FALCONER,POINT (-87.74927552448976 41.935785801657524),3270,3020 N LAMON AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.7492755242,41.9357858022
609708,FOREMAN HS,POINT (-87.75422166222975 41.93979582355312),1330,3235 N LECLAIRE AVE,HS,"9, 10, 11, 12",High School,-87.7542216625,41.9397958242
609729,SCHURZ HS,POINT (-87.7356468463963 41.94633257721887),1530,3601 N MILWAUKEE AVE,HS,"9, 10, 11, 12",High School,-87.7356468461,41.9463325785
609766,VAUGHN OCC HS,POINT (-87.76471831160553 41.96036286071289),1920,4355 N LINDER AVE,HS,"9, 10, 11, 12",High School,-87.764718312,41.9603628614
609789,BARRY,POINT (-87.7393332479736 41.93251157530444),2160,2828 N KILBOURN AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.7393332479,41.9325115761
610249,TALMAN,POINT (-87.69020584232011 41.79404898789055),6680,5450 S TALMAN AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.690205842,41.7940489887
610317,BRIGHTON PARK,POINT (-87.69213193872385 41.823898949116426),7470,3825 S WASHTENAW AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6921319387,41.8238989495
610353,MCKINLEY PARK,POINT (-87.69399425777307 41.822842600958474),7880,2744 W PERSHING RD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.693994258,41.8228426014
609856,CLAY,POINT (-87.54466848190968 41.65455820087311),2790,13231 S BURLEY AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.5446684822,41.6545582016
609944,GRISSOM,POINT (-87.55325181095775 41.662480942514165),3580,12810 S ESCANABA AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.5532518106,41.6624809431
610192,STOWE,POINT (-87.71331678286344 41.91189692153563),6080,3444 W WABANSIA AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7133167825,41.9118969221
609780,AMES,POINT (-87.72168722524991 41.916045749548196),2090,1920 N HAMLIN AVE,MS,"7, 8",Elementary School,-87.7216872247,41.9160457501
609809,BRENTANO,POINT (-87.69634930228973 41.930965066322976),2370,2723 N FAIRFIELD AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6963493021,41.9309650675
609853,CHASE,POINT (-87.69459712275234 41.91796078315949),2760,2021 N POINT ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6945971226,41.9179607842
609875,DARWIN,POINT (-87.70541214315465 41.92328156186799),2960,3116 W BELDEN AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7054121431,41.9232815628
609930,FUNSTON,POINT (-87.71683655626951 41.91761724425434),3460,2010 N CENTRAL PARK AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.7168365568,41.9176172449
609942,GOETHE,POINT (-87.69284458479075 41.922831755298084),3560,2236 N ROCKWELL ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6928445849,41.9228317563
609968,MCAULIFFE,POINT (-87.72398622118597 41.914815360292145),3770,1841 N SPRINGFIELD AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.7239862216,41.9148153608
610074,MONROE,POINT (-87.71922497303831 41.930029759354255),4850,3651 W SCHUBERT AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7192249734,41.9300297598
610076,MOOS,POINT (-87.69699647365387 41.91250450900049),4870,1711 N CALIFORNIA AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6969964739,41.9125045095
610080,CICS - BUCKTOWN,POINT (-87.68141306102014 41.92241355092583),4910,2235 N HAMILTON AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.681413061,41.9224135517
609798,BELDING,POINT (-87.73407487179617 41.95893782982092),2260,4257 N TRIPP AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7340748721,41.9589378308
609949,GRAY,POINT (-87.7570604775943 41.94876463547814),3620,3730 N LARAMIE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7570604781,41.9487646363
610159,SCAMMON,POINT (-87.73217984540493 41.94171876205709),5730,4201 W HENDERSON ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7321798456,41.9417187628
610135,PORTAGE PARK,POINT (-87.76100608351513 41.956946482371784),5490,5330 W BERTEAU AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7610060839,41.9569464833
,CICS - FRIESSE CAMPUS,POINT (-87.65530228635485 41.72025152874485),0012,9535 S. THROOP ST,ES,"K, 1, 2, 3",Charter,-87.6553022867,41.7202515296
609908,ESMOND,POINT (-87.6691372928488 41.689457519978475),3250,1865 W MONTVALE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6691372929,41.6894575206
